,Parent,IL,Plant #,ab/ad,Stomata,Pavement,Ad.Pav,Ab.Pav,Ad.Stom,Ab.Stom,parents_only
7,IL,LA4005,P2L4,ab1 ,69,147,*,*,*,*,
8,IL,LA4005,P2L4,ab2 ,81,157,*,*,*,*,
9,IL,LA4005,P2L4,ab3 ,69,156,*,*,*,*,
10,IL,LA4005,P2L4,ad1 ,8,97,*,*,*,*,
11,IL,LA4005,P2L4,ad2 ,4,91,*,*,*,*,
12,IL,LA4005,P2L4,ad3 ,3,93,*,*,*,*,
13,IL,LA4005,P3L4,ab1 ,74,175,*,*,*,*,
14,IL,LA4005,P3L4,ab2 ,61,137,*,*,*,*,
15,IL,LA4005,P3L4,ab3 ,64,141,*,*,*,*,
16,IL,LA4005,P3L4,ad1 ,4,124,*,*,*,*,
17,IL,LA4005,P3L4,ad2 ,3,114,*,*,*,*,
18,IL,LA4005,P3L4,ad3 ,2,118,*,*,*,*,
19,IL,LA4005,P4L4,ab1 ,91,190,*,*,*,*,
20,IL,LA4005,P4L4,ab2 ,79,185,*,*,*,*,
21,IL,LA4005,P4L4,ab3 ,84,215,*,*,*,*,
22,IL,LA4005,P4L4,ad1 ,4,131,*,*,*,*,
23,IL,LA4005,P4L4,ad2 ,5,155,*,*,*,*,
24,IL,LA4005,P4L4,ad3 ,11,161,*,*,*,*,
25,IL,LA4005,P5L4,ab1 ,92,200,*,*,*,*,
26,IL,LA4005,P5L4,ab2 ,76,173,*,*,*,*,
27,IL,LA4005,P5L4,ab3 ,93,173,*,*,*,*,
28,IL,LA4005,P5L4,ad1 ,2,134,*,*,*,*,
29,IL,LA4005,P5L4,ad2 ,2,99,*,*,*,*,
30,IL,LA4005,P5L4,ad3 ,6,108,*,*,*,*,
1,IL,LA4008,P1L4,ab1 ,51,113,*,*,*,,
2,IL,LA4008,P1L4,ab2 ,44,139,*,*,*,,
3,IL,LA4008,P1L4,ab3 ,36,145,*,*,*,,
4,IL,LA4008,P1L4,ad1 ,8,128,*,*,*,,
5,IL,LA4008,P1L4,ad2 ,7,149,*,*,*,,
6,IL,LA4008,P1L4,ad3 ,6,118,*,*,*,,
7,IL,LA4008,P2L4,ab1 ,18,104,*,*,*,,
8,IL,LA4008,P2L4,ab2 ,20,91,*,*,*,,
9,IL,LA4008,P2L4,ab3 ,22,84,*,*,*,,
10,IL,LA4008,P2L4,ad1 ,0,71,*,*,*,,
11,IL,LA4008,P2L4,ad2 ,0,92,*,*,*,,
12,IL,LA4008,P2L4,ad3 ,0,125,*,*,*,,
13,IL,LA4008,P3L4,ab1 ,39,121,*,*,*,,
14,IL,LA4008,P3L4,ab2 ,48,115,*,*,*,,
15,IL,LA4008,P3L4,ab3 ,43,132,*,*,*,,
16,IL,LA4008,P3L4,ad1 ,1,88,*,*,*,,
17,IL,LA4008,P3L4,ad2 ,2,86,*,*,*,,
18,IL,LA4008,P3L4,ad3 ,5,91,*,*,*,,
1,IL,LA4010,P1L4,ab1 ,27,60,*,*,,*,
2,IL,LA4010,P1L4,ab2 ,25,66,*,*,,*,
3,IL,LA4010,P1L4,ab3 ,27,91,*,*,,*,
4,IL,LA4010,P1L4,ad1 ,2,102,*,*,,*,
5,IL,LA4010,P1L4,ad2 ,4,61,*,*,,*,
6,IL,LA4010,P1L4,ad3 ,2,65,*,*,,*,
7,IL,LA4010,P2L4,ab1 ,58,157,*,*,,*,
8,IL,LA4010,P2L4,ab2 ,53,153,*,*,,*,
9,IL,LA4010,P2L4,ab3 ,57,160,*,*,,*,
10,IL,LA4010,P2L4,ad1 ,10,153,*,*,,*,
11,IL,LA4010,P2L4,ad2 ,9,137,*,*,,*,
12,IL,LA4010,P2L4,ad3 ,11,149,*,*,,*,
13,IL,LA4010,P3L4,ab1 ,47,93,*,*,,*,
14,IL,LA4010,P3L4,ab2 ,59,137,*,*,,*,
15,IL,LA4010,P3L4,ab3 ,48,141,*,*,,*,
16,IL,LA4010,P3L4,ad1 ,14,133,*,*,,*,
17,IL,LA4010,P3L4,ad2 ,9,113,*,*,,*,
18,IL,LA4010,P3L4,ad3 ,6,103,*,*,,*,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
,IL,,,,,,,,,,
