,Parent,IL,Plant #,ab/ad,Stomata,Pavement,Ad.Pav,Ab.Pav,Ad.Stom,Ab.Stom,parents_only
29,IL,LA3962,P5L4,ad2 ,2,79,*,*,*,,
30,IL,LA3962,P5L4,ad3 ,9,87,*,*,*,,
31,IL,LA3962,P6L4,ab1 ,50,96,*,*,*,,
32,IL,LA3962,P6L4,ab2 ,44,91,*,*,*,,
33,IL,LA3962,P6L4,ab3 ,40,98,*,*,*,,
34,IL,LA3962,P6L4,ad1 ,6,108,*,*,*,,
35,IL,LA3962,P6L4,ad2 ,4,81,*,*,*,,
36,IL,LA3962,P6L4,ad3 ,6,89,*,*,*,,
37,IL,LA3962,P7L4,ab1 ,52,108,*,*,*,,
38,IL,LA3962,P7L4,ab2 ,49,107,*,*,*,,
39,IL,LA3962,P7L4,ab3 ,49,107,*,*,*,,
40,IL,LA3962,P7L4,ad1 ,12,95,*,*,*,,
41,IL,LA3962,P7L4,ad2 ,14,91,*,*,*,,
42,IL,LA3962,P7L4,ad3 ,14,94,*,*,*,,
1,IL,LA3965,P1L4,ab1,40,114,*,*,*,,
2,IL,LA3965,P1L4,ab2,33,90,*,*,*,,
3,IL,LA3965,P1L4,ab3,40,106,*,*,*,,
4,IL,LA3965,P1L4,ad1,4,101,*,*,*,,
5,IL,LA3965,P1L4,ad2,3,86,*,*,*,,
6,IL,LA3965,P1L4,ad3,7,91,*,*,*,,
7,IL,LA3965,P2L4,ab1,35,73,*,*,*,,
8,IL,LA3965,P2L4,ab2,30,68,*,*,*,,
9,IL,LA3965,P2L4,ab3,27,59,*,*,*,,
10,IL,LA3965,P2L4,ad1,2,62,*,*,*,,
11,IL,LA3965,P2L4,ad2,3,48,*,*,*,,
12,IL,LA3965,P2L4,ad3,1,74,*,*,*,,
13,IL,LA3965,P3L4,ab1,37,108,*,*,*,,
14,IL,LA3965,P3L4,ab2,36,113,*,*,*,,
15,IL,LA3965,P3L4,ab3,33,105,*,*,*,,
16,IL,LA3965,P3L4,ad1,2,81,*,*,*,,
17,IL,LA3965,P3L4,ad2,5,94,*,*,*,,
18,IL,LA3965,P3L4,ad3,4,102,*,*,*,,
19,IL,LA3965,P4L4,ab1,27,80,*,*,*,,
20,IL,LA3965,P4L4,ab2,29,73,*,*,*,,
21,IL,LA3965,P4L4,ab3,26,81,*,*,*,,
22,IL,LA3965,P4L4,ad1,3,71,*,*,*,,
23,IL,LA3965,P4L4,ad2,2,73,*,*,*,,
24,IL,LA3965,P4L4,ad3,2,73,*,*,*,,
25,IL,LA3965,P5L4,ab1,32,88,*,*,*,,
26,IL,LA3965,P5L4,ab2,29,101,*,*,*,,
27,IL,LA3965,P5L4,ab3,27,85,*,*,*,,
28,IL,LA3965,P5L4,ad1,3,88,*,*,*,,
29,IL,LA3965,P5L4,ad2,8,87,*,*,*,,
30,IL,LA3965,P5L4,ad3,5,85,*,*,*,,
31,IL,LA3965,P6L4,ab1,27,88,*,*,*,,
32,IL,LA3965,P6L4,ab2,25,93,*,*,*,,
33,IL,LA3965,P6L4,ab3,28,89,*,*,*,,
34,IL,LA3965,P6L4,ad1,6,87,*,*,*,,
35,IL,LA3965,P6L4,ad2,5,77,*,*,*,,
36,IL,LA3965,P6L4,ad3,4,81,*,*,*,,
37,IL,LA3965,P7L4,ab1,30,89,*,*,*,,
38,IL,LA3965,P7L4,ab2,28,95,*,*,*,,
39,IL,LA3965,P7L4,ab3,37,93,*,*,*,,
40,IL,LA3965,P7L4,ad1,1,80,*,*,*,,
41,IL,LA3965,P7L4,ad2,3,75,*,*,*,,
42,IL,LA3965,P7L4,ad3,1,75,*,*,*,,
1,IL,LA3966,P1L4,ab1 ,40,121,*,*,*,*,
2,IL,LA3966,P1L4,ab2 ,39,111,*,*,*,*,
3,IL,LA3966,P1L4,ab3 ,39,110,*,*,*,*,
4,IL,LA3966,P1L4,ad1 ,1,67,*,*,*,*,
5,IL,LA3966,P1L4,ad2 ,0,84,*,*,*,*,
6,IL,LA3966,P1L4,ad3 ,1,61,*,*,*,*,
7,IL,LA3966,P2L4,ab1 ,49,112,*,*,*,*,
8,IL,LA3966,P2L4,ab2 ,48,120,*,*,*,*,
9,IL,LA3966,P2L4,ab3 ,51,129,*,*,*,*,
10,IL,LA3966,P2L4,ad1 ,1,113,*,*,*,*,
11,IL,LA3966,P2L4,ad2 ,0,86,*,*,*,*,
12,IL,LA3966,P2L4,ad3 ,0,94,*,*,*,*,
13,IL,LA3966,P3L4,ab1 ,61,147,*,*,*,*,
14,IL,LA3966,P3L4,ab2 ,58,143,*,*,*,*,
15,IL,LA3966,P3L4,ab3 ,73,139,*,*,*,*,
16,IL,LA3966,P3L4,ad1 ,7,160,*,*,*,*,
17,IL,LA3966,P3L4,ad2 ,3,158,*,*,*,*,
18,IL,LA3966,P3L4,ad3 ,3,146,*,*,*,*,
19,IL,LA3966,P4L4,ab1 ,50,115,*,*,*,*,
20,IL,LA3966,P4L4,ab2 ,43,110,*,*,*,*,
21,IL,LA3966,P4L4,ab3 ,40,100,*,*,*,*,
22,IL,LA3966,P4L4,ad1 ,1,77,*,*,*,*,
23,IL,LA3966,P4L4,ad2 ,0,79,*,*,*,*,
24,IL,LA3966,P4L4,ad3 ,1,78,*,*,*,*,
25,IL,LA3966,P5L4,ab1 ,65,139,*,*,*,*,
26,IL,LA3966,P5L4,ab2 ,55,134,*,*,*,*,
27,IL,LA3966,P5L4,ab3 ,57,132,*,*,*,*,
28,IL,LA3966,P5L4,ad1 ,2,126,*,*,*,*,
29,IL,LA3966,P5L4,ad2 ,2,109,*,*,*,*,
30,IL,LA3966,P5L4,ad3 ,15,137,*,*,*,*,
31,IL,LA3966,P6L4,ab1 ,52,117,*,*,*,*,
32,IL,LA3966,P6L4,ab2 ,45,118,*,*,*,*,
33,IL,LA3966,P6L4,ab3 ,48,112,*,*,*,*,
34,IL,LA3966,P6L4,ad1 ,6,108,*,*,*,*,
35,IL,LA3966,P6L4,ad2 ,7,95,*,*,*,*,
36,IL,LA3966,P6L4,ad3 ,15,118,*,*,*,*,
37,IL,LA3966,P7L4,ab1 ,74,178,*,*,*,*,
38,IL,LA3966,P7L4,ab2 ,58,170,*,*,*,*,
39,IL,LA3966,P7L4,ab3 ,64,182,*,*,*,*,
40,IL,LA3966,P7L4,ad1 ,6,153,*,*,*,*,
41,IL,LA3966,P7L4,ad2 ,11,177,*,*,*,*,
42,IL,LA3966,P7L4,ad3 ,3,176,*,*,*,*,
43,IL,LA3966,P8L4,ab1 ,53,107,*,*,*,*,
44,IL,LA3966,P8L4,ab2 ,44,104,*,*,*,*,
45,IL,LA3966,P8L4,ab3 ,49,113,*,*,*,*,
46,IL,LA3966,P8L4,ad1 ,4,72,*,*,*,*,
47,IL,LA3966,P8L4,ad2 ,9,86,*,*,*,*,
48,IL,LA3966,P8L4,ad3 ,6,72,*,*,*,*,
1,IL,LA3967,P1L4,ab1,32,74,,,*,,
2,IL,LA3967,P1L4,ab2,38,95,,,*,,
3,IL,LA3967,P1L4,ab3,30,76,,,*,,
4,IL,LA3967,P1L4,ad1,8,70,,,*,,
5,IL,LA3967,P1L4,ad2,10,79,,,*,,
6,IL,LA3967,P1L4,ad3,7,68,,,*,,
7,IL,LA3967,P2L4,ab1,22,76,,,*,,
8,IL,LA3967,P2L4,ab2,31,91,,,*,,
9,IL,LA3967,P2L4,ab3,26,81,,,*,,
10,IL,LA3967,P2L4,ad1,1,61,,,*,,
11,IL,LA3967,P2L4,ad2,1,57,,,*,,
12,IL,LA3967,P2L4,ad3,2,80,,,*,,
13,IL,LA3967,P3L4,ab1,38,83,,,*,,
14,IL,LA3967,P3L4,ab2,36,82,,,*,,
15,IL,LA3967,P3L4,ab3,28,76,,,*,,
16,IL,LA3967,P3L4,ad1,5,75,,,*,,
17,IL,LA3967,P3L4,ad2,5,71,,,*,,
18,IL,LA3967,P3L4,ad3,6,83,,,*,,
19,IL,LA3967,P4L4,ab1,21,65,,,*,,
20,IL,LA3967,P4L4,ab2,18,70,,,*,,
21,IL,LA3967,P4L4,ab3,22,59,,,*,,
22,IL,LA3967,P4L4,ad1,3,64,,,*,,
23,IL,LA3967,P4L4,ad2,1,66,,,*,,
24,IL,LA3967,P4L4,ad3,4,53,,,*,,
25,IL,LA3967,P5L4,ab1,27,70,,,*,,
26,IL,LA3967,P5L4,ab2,25,60,,,*,,
27,IL,LA3967,P5L4,ab3,19,66,,,*,,
28,IL,LA3967,P5L4,ad1,1,48,,,*,,
29,IL,LA3967,P5L4,ad2,3,56,,,*,,
30,IL,LA3967,P5L4,ad3,2,61,,,*,,
1,IL,LA3968,P1L4,ab1 ,74,150,*,*,*,*,
2,IL,LA3968,P1L4,ab2 ,81,161,*,*,*,*,
3,IL,LA3968,P1L4,ab3 ,86,191,*,*,*,*,
4,IL,LA3968,P1L4,ad1 ,9,142,*,*,*,*,
5,IL,LA3968,P1L4,ad2 ,0,161,*,*,*,*,
6,IL,LA3968,P1L4,ad3 ,1,150,*,*,*,*,
7,IL,LA3968,P2L4,ab1 ,91,203,*,*,*,*,
8,IL,LA3968,P2L4,ab2 ,88,189,*,*,*,*,
9,IL,LA3968,P2L4,ab3 ,91,221,*,*,*,*,
10,IL,LA3968,P2L4,ad1 ,2,139,*,*,*,*,
11,IL,LA3968,P2L4,ad2 ,2,121,*,*,*,*,
12,IL,LA3968,P2L4,ad3 ,4,132,*,*,*,*,
13,IL,LA3968,P3L4,ab1 ,84,202,*,*,*,*,
14,IL,LA3968,P3L4,ab2 ,82,178,*,*,*,*,
15,IL,LA3968,P3L4,ab3 ,77,199,*,*,*,*,
16,IL,LA3968,P3L4,ad1 ,2,140,*,*,*,*,
17,IL,LA3968,P3L4,ad2 ,1,114,*,*,*,*,
18,IL,LA3968,P3L4,ad3 ,1,118,*,*,*,*,
19,IL,LA3968,P4L4,ab1 ,82,188,*,*,*,*,
20,IL,LA3968,P4L4,ab2 ,89,185,*,*,*,*,
21,IL,LA3968,P4L4,ab3 ,113,237,*,*,*,*,
22,IL,LA3968,P4L4,ad1 ,7,146,*,*,*,*,
23,IL,LA3968,P4L4,ad2 ,20,134,*,*,*,*,
24,IL,LA3968,P4L4,ad3 ,1,120,*,*,*,*,
25,IL,LA3968,P5L4,ab1 ,103,193,*,*,*,*,
26,IL,LA3968,P5L4,ab2 ,91,189,*,*,*,*,
27,IL,LA3968,P5L4,ab3 ,82,189,*,*,*,*,
28,IL,LA3968,P5L4,ad1 ,2,155,*,*,*,*,
29,IL,LA3968,P5L4,ad2 ,2,161,*,*,*,*,
30,IL,LA3968,P5L4,ad3 ,3,132,*,*,*,*,
31,IL,LA3968,P6L4,ab1 ,87,199,*,*,*,*,
32,IL,LA3968,P6L4,ab2 ,100,184,*,*,*,*,
33,IL,LA3968,P6L4,ab3 ,68,201,*,*,*,*,
34,IL,LA3968,P6L4,ad1 ,1,121,*,*,*,*,
35,IL,LA3968,P6L4,ad2 ,1,159,*,*,*,*,
36,IL,LA3968,P6L4,ad3 ,0,161,*,*,*,*,
37,IL,LA3968,P7L4,ab1 ,90,178,*,*,*,*,
38,IL,LA3968,P7L4,ab2 ,85,192,*,*,*,*,
39,IL,LA3968,P7L4,ab3 ,80,171,*,*,*,*,
40,IL,LA3968,P7L4,ad1 ,2,119,*,*,*,*,
41,IL,LA3968,P7L4,ad2 ,5,151,*,*,*,*,
42,IL,LA3968,P7L4,ad3 ,7,158,*,*,*,*,
43,IL,LA3968,P8L4,ab1 ,109,232,*,*,*,*,
44,IL,LA3968,P8L4,ab2 ,111,242,*,*,*,*,
45,IL,LA3968,P8L4,ab3 ,101,243,*,*,*,*,
46,IL,LA3968,P8L4,ad1 ,5,167,*,*,*,*,
47,IL,LA3968,P8L4,ad2 ,2,166,*,*,*,*,
48,IL,LA3968,P8L4,ad3 ,3,151,*,*,*,*,
1,IL,LA3969,P1L4,ab1 ,49,138,*,*,,*,
2,IL,LA3969,P1L4,ab2 ,65,164,*,*,,*,
3,IL,LA3969,P1L4,ab3 ,45,127,*,*,,*,
4,IL,LA3969,P1L4,ad1 ,11,156,*,*,,*,
5,IL,LA3969,P1L4,ad2 ,9,177,*,*,,*,
6,IL,LA3969,P1L4,ad3 ,12,184,*,*,,*,
7,IL,LA3969,P2L4,ab1 ,44,160,*,*,,*,
8,IL,LA3969,P2L4,ab2 ,44,139,*,*,,*,
9,IL,LA3969,P2L4,ab3 ,47,137,*,*,,*,
10,IL,LA3969,P2L4,ad1 ,9,159,*,*,,*,
11,IL,LA3969,P2L4,ad2 ,8,174,*,*,,*,
12,IL,LA3969,P2L4,ad3 ,11,159,*,*,,*,
13,IL,LA3969,P3L4,ab1 ,46,124,*,*,,*,
14,IL,LA3969,P3L4,ab2 ,57,143,*,*,,*,
15,IL,LA3969,P3L4,ab3 ,53,124,*,*,,*,
16,IL,LA3969,P3L4,ad1 ,7,144,*,*,,*,
17,IL,LA3969,P3L4,ad2 ,7,148,*,*,,*,
18,IL,LA3969,P3L4,ad3 ,5,148,*,*,,*,
19,IL,LA3969,P4L4,ab1 ,35,95,*,*,,*,
20,IL,LA3969,P4L4,ab2 ,42,116,*,*,,*,
21,IL,LA3969,P4L4,ab3 ,38,98,*,*,,*,
22,IL,LA3969,P4L4,ad1 ,4,106,*,*,,*,
23,IL,LA3969,P4L4,ad2 ,4,94,*,*,,*,
24,IL,LA3969,P4L4,ad3 ,8,104,*,*,,*,
25,IL,LA3969,P5L4,ab1 ,49,137,*,*,,*,
26,IL,LA3969,P5L4,ab2 ,47,128,*,*,,*,
27,IL,LA3969,P5L4,ab3 ,48,125,*,*,,*,
28,IL,LA3969,P5L4,ad1 ,3,139,*,*,,*,
29,IL,LA3969,P5L4,ad2 ,5,143,*,*,,*,
30,IL,LA3969,P5L4,ad3 ,8,147,*,*,,*,
31,IL,LA3969,P6L4,ab1 ,51,163,*,*,,*,
32,IL,LA3969,P6L4,ab2 ,50,139,*,*,,*,
33,IL,LA3969,P6L4,ab3 ,42,116,*,*,,*,
34,IL,LA3969,P6L4,ad1 ,7,146,*,*,,*,
35,IL,LA3969,P6L4,ad2 ,7,150,*,*,,*,
36,IL,LA3969,P6L4,ad3 ,12,165,*,*,,*,
37,IL,LA3969,P7L4,ab1 ,52,123,*,*,,*,
38,IL,LA3969,P7L4,ab2 ,52,132,*,*,,*,
39,IL,LA3969,P7L4,ab3 ,49,119,*,*,,*,
40,IL,LA3969,P7L4,ad1 ,5,145,*,*,,*,
41,IL,LA3969,P7L4,ad2 ,6,157,*,*,,*,
42,IL,LA3969,P7L4,ad3 ,4,147,*,*,,*,
43,IL,LA3969,P8L4,ab1 ,54,117,*,*,,*,
44,IL,LA3969,P8L4,ab2 ,44,109,*,*,,*,
45,IL,LA3969,P8L4,ab3 ,47,121,*,*,,*,
46,IL,LA3969,P8L4,ad1 ,10,127,*,*,,*,
47,IL,LA3969,P8L4,ad2 ,11,143,*,*,,*,
48,IL,LA3969,P8L4,ad3 ,6,126,*,*,,*,
1,IL,LA3994,P1L4,ab1 ,70,137,*,*,*,*,
2,IL,LA3994,P1L4,ab2 ,71,188,*,*,*,*,
3,IL,LA3994,P1L4,ab3 ,62,171,*,*,*,*,
4,IL,LA3994,P1L4,ad1 ,15,153,*,*,*,*,
5,IL,LA3994,P1L4,ad2 ,9,152,*,*,*,*,
6,IL,LA3994,P1L4,ad3 ,8,146,*,*,*,*,
7,IL,LA3994,P2L4,ab1 ,25,78,*,*,*,*,
8,IL,LA3994,P2L4,ab2 ,36,91,*,*,*,*,
9,IL,LA3994,P2L4,ab3 ,38,91,*,*,*,*,
10,IL,LA3994,P2L4,ad1 ,13,77,*,*,*,*,
11,IL,LA3994,P2L4,ad2 ,16,71,*,*,*,*,
12,IL,LA3994,P2L4,ad3 ,15,79,*,*,*,*,
13,IL,LA3994,P3L4,ab1 ,32,129,*,*,*,*,
14,IL,LA3994,P3L4,ab2 ,34,120,*,*,*,*,
15,IL,LA3994,P3L4,ab3 ,42,107,*,*,*,*,
16,IL,LA3994,P3L4,ad1 ,12,80,*,*,*,*,
17,IL,LA3994,P3L4,ad2 ,9,75,*,*,*,*,
18,IL,LA3994,P3L4,ad3 ,8,80,*,*,*,*,
19,IL,LA3994,P4L4,ab1 ,44,109,*,*,*,*,
20,IL,LA3994,P4L4,ab2 ,42,94,*,*,*,*,
21,IL,LA3994,P4L4,ab3 ,45,102,*,*,*,*,
22,IL,LA3994,P4L4,ad1 ,19,88,*,*,*,*,
23,IL,LA3994,P4L4,ad2 ,11,78,*,*,*,*,
24,IL,LA3994,P4L4,ad3 ,14,83,*,*,*,*,
25,IL,LA3994,P5L4,ab1 ,37,84,*,*,*,*,
26,IL,LA3994,P5L4,ab2 ,35,87,*,*,*,*,
27,IL,LA3994,P5L4,ab3 ,33,78,*,*,*,*,
28,IL,LA3994,P5L4,ad1 ,19,77,*,*,*,*,
29,IL,LA3994,P5L4,ad2 ,11,75,*,*,*,*,
30,IL,LA3994,P5L4,ad3 ,14,83,*,*,*,*,
31,IL,LA3994,P6L4,ab1 ,43,98,*,*,*,*,
32,IL,LA3994,P6L4,ab2 ,50,111,*,*,*,*,
33,IL,LA3994,P6L4,ab3 ,46,125,*,*,*,*,
34,IL,LA3994,P6L4,ad1 ,16,104,*,*,*,*,
35,IL,LA3994,P6L4,ad2 ,17,88,*,*,*,*,
36,IL,LA3994,P6L4,ad3 ,12,86,*,*,*,*,
1,IL,LA3996,P1L4,ab1 ,34,105,,*,,,
2,IL,LA3996,P1L4,ab2 ,32,105,,*,,,
3,IL,LA3996,P1L4,ab3 ,30,96,,*,,,
4,IL,LA3996,P1L4,ad1 ,5,64,,*,,,
5,IL,LA3996,P1L4,ad2 ,4,66,,*,,,
6,IL,LA3996,P1L4,ad3 ,6,64,,*,,,
7,IL,LA3996,P2L4,ab1 ,49,134,,*,,,
8,IL,LA3996,P2L4,ab2 ,32,120,,*,,,
9,IL,LA3996,P2L4,ab3 ,52,122,,*,,,
10,IL,LA3996,P2L4,ad1 ,12,117,,*,,,
11,IL,LA3996,P2L4,ad2 ,27,106,,*,,,
12,IL,LA3996,P2L4,ad3 ,17,93,,*,,,
13,IL,LA3996,P3L4,ab1 ,34,88,,*,,,
14,IL,LA3996,P3L4,ab2 ,22,74,,*,,,
15,IL,LA3996,P3L4,ab3 ,28,69,,*,,,
16,IL,LA3996,P3L4,ad1 ,3,71,,*,,,
17,IL,LA3996,P3L4,ad2 ,8,83,,*,,,
18,IL,LA3996,P3L4,ad3 ,4,56,,*,,,
19,IL,LA3996,P4L4,ab1 ,36,107,,*,,,
20,IL,LA3996,P4L4,ab2 ,31,84,,*,,,
21,IL,LA3996,P4L4,ab3 ,24,75,,*,,,
22,IL,LA3996,P4L4,ad1 ,2,75,,*,,,
23,IL,LA3996,P4L4,ad2 ,5,82,,*,,,
24,IL,LA3996,P4L4,ad3 ,9,89,,*,,,
1,IL,LA3999,P1L4,ab1 ,24,70,,,*,,
2,IL,LA3999,P1L4,ab2 ,30,76,,,*,,
3,IL,LA3999,P1L4,ab3 ,33,90,,,*,,
4,IL,LA3999,P1L4,ad1 ,3,113,,,*,,
5,IL,LA3999,P1L4,ad2 ,4,99,,,*,,
6,IL,LA3999,P1L4,ad3 ,7,94,,,*,,
7,IL,LA3999,P2L4,ab1 ,33,97,,,*,,
8,IL,LA3999,P2L4,ab2 ,28,99,,,*,,
9,IL,LA3999,P2L4,ab3 ,30,97,,,*,,
10,IL,LA3999,P2L4,ad1 ,10,89,,,*,,
11,IL,LA3999,P2L4,ad2 ,5,71,,,*,,
12,IL,LA3999,P2L4,ad3 ,6,91,,,*,,
13,IL,LA3999,P3L4,ab1 ,20,61,,,*,,
14,IL,LA3999,P3L4,ab2 ,22,66,,,*,,
15,IL,LA3999,P3L4,ab3 ,21,67,,,*,,
16,IL,LA3999,P3L4,ad1 ,3,75,,,*,,
17,IL,LA3999,P3L4,ad2 ,3,63,,,*,,
18,IL,LA3999,P3L4,ad3 ,4,77,,,*,,
19,IL,LA3999,P4L4,ab1 ,29,78,,,*,,
20,IL,LA3999,P4L4,ab2 ,25,69,,,*,,
21,IL,LA3999,P4L4,ab3 ,27,67,,,*,,
22,IL,LA3999,P4L4,ad1 ,5,51,,,*,,
23,IL,LA3999,P4L4,ad2 ,3,57,,,*,,
24,IL,LA3999,P4L4,ad3 ,5,58,,,*,,
25,IL,LA3999,P5L4,ab1 ,31,87,,,*,,
26,IL,LA3999,P5L4,ab2 ,26,93,,,*,,
27,IL,LA3999,P5L4,ab3 ,27,103,,,*,,
28,IL,LA3999,P5L4,ad1 ,8,72,,,*,,
29,IL,LA3999,P5L4,ad2 ,5,86,,,*,,
30,IL,LA3999,P5L4,ad3 ,6,82,,,*,,
31,IL,LA3999,P6L4,ab1 ,25,73,,,*,,
32,IL,LA3999,P6L4,ab2 ,23,67,,,*,,
33,IL,LA3999,P6L4,ab3 ,29,88,,,*,,
34,IL,LA3999,P6L4,ad1 ,2,79,,,*,,
35,IL,LA3999,P6L4,ad2 ,8,79,,,*,,
36,IL,LA3999,P6L4,ad3 ,3,72,,,*,,
37,IL,LA3999,P7L4,ab1 ,21,64,,,*,,
38,IL,LA3999,P7L4,ab2 ,20,64,,,*,,
39,IL,LA3999,P7L4,ab3 ,28,64,,,*,,
40,IL,LA3999,P7L4,ad1 ,6,57,,,*,,
41,IL,LA3999,P7L4,ad2 ,6,58,,,*,,
42,IL,LA3999,P7L4,ad3 ,9,58,,,*,,
1,IL,LA4002,P1L4,ab1 ,46,111,*,*,,*,
2,IL,LA4002,P1L4,ab2 ,48,103,*,*,,*,
3,IL,LA4002,P1L4,ab3 ,47,125,*,*,,*,
4,IL,LA4002,P1L4,ad1 ,10,130,*,*,,*,
5,IL,LA4002,P1L4,ad2 ,16,151,*,*,,*,
6,IL,LA4002,P1L4,ad3 ,4,122,*,*,,*,
7,IL,LA4002,P2L4,ab1 ,52,147,*,*,,*,
8,IL,LA4002,P2L4,ab2 ,38,130,*,*,,*,
9,IL,LA4002,P2L4,ab3 ,44,156,*,*,,*,
10,IL,LA4002,P2L4,ad1 ,3,107,*,*,,*,
11,IL,LA4002,P2L4,ad2 ,3,104,*,*,,*,
12,IL,LA4002,P2L4,ad3 ,5,105,*,*,,*,
13,IL,LA4002,P3L4,ab1 ,33,114,*,*,,*,
14,IL,LA4002,P3L4,ab2 ,28,108,*,*,,*,
15,IL,LA4002,P3L4,ab3 ,34,115,*,*,,*,
16,IL,LA4002,P3L4,ad1 ,5,43,*,*,,*,
17,IL,LA4002,P3L4,ad2 ,3,54,*,*,,*,
18,IL,LA4002,P3L4,ad3 ,7,42,*,*,,*,
19,IL,LA4002,P4L4,ab1 ,44,154,*,*,,*,
20,IL,LA4002,P4L4,ab2 ,24,163,*,*,,*,
21,IL,LA4002,P4L4,ab3 ,46,171,*,*,,*,
22,IL,LA4002,P4L4,ad1 ,13,143,*,*,,*,
23,IL,LA4002,P4L4,ad2 ,16,138,*,*,,*,
24,IL,LA4002,P4L4,ad3 ,18,145,*,*,,*,
25,IL,LA4002,P5L4,ab1 ,52,158,*,*,,*,
26,IL,LA4002,P5L4,ab2 ,52,165,*,*,,*,
27,IL,LA4002,P5L4,ab3 ,47,147,*,*,,*,
28,IL,LA4002,P5L4,ad1 ,7,136,*,*,,*,
29,IL,LA4002,P5L4,ad2 ,8,97,*,*,,*,
30,IL,LA4002,P5L4,ad3 ,10,128,*,*,,*,
31,IL,LA4002,P6L4,ab1 ,40,120,*,*,,*,
32,IL,LA4002,P6L4,ab2 ,34,111,*,*,,*,
33,IL,LA4002,P6L4,ab3 ,30,131,*,*,,*,
34,IL,LA4002,P6L4,ad1 ,3,57,*,*,,*,
35,IL,LA4002,P6L4,ad2 ,5,61,*,*,,*,
36,IL,LA4002,P6L4,ad3 ,9,77,*,*,,*,
37,IL,LA4002,P7L4,ab1 ,54,122,*,*,,*,
38,IL,LA4002,P7L4,ab2 ,47,113,*,*,,*,
39,IL,LA4002,P7L4,ab3 ,59,137,*,*,,*,
40,IL,LA4002,P7L4,ad1 ,14,104,*,*,,*,
41,IL,LA4002,P7L4,ad2 ,11,101,*,*,,*,
42,IL,LA4002,P7L4,ad3 ,16,131,*,*,,*,
43,IL,LA4002,P8L4,ab1 ,35,103,*,*,,*,
44,IL,LA4002,P8L4,ab2 ,31,94,*,*,,*,
45,IL,LA4002,P8L4,ab3 ,29,94,*,*,,*,
46,IL,LA4002,P8L4,ad1 ,5,104,*,*,,*,
47,IL,LA4002,P8L4,ad2 ,7,78,*,*,,*,
48,IL,LA4002,P8L4,ad3 ,3,67,*,*,,*,
1,IL,LA4004,P1L4,ab1 ,54,145,*,*,,*,
2,IL,LA4004,P1L4,ab2 ,58,162,*,*,,*,
3,IL,LA4004,P1L4,ab3 ,49,141,*,*,,*,
4,IL,LA4004,P1L4,ad1 ,8,139,*,*,,*,
5,IL,LA4004,P1L4,ad2 ,11,150,*,*,,*,
6,IL,LA4004,P1L4,ad3 ,8,132,*,*,,*,
7,IL,LA4004,P2L4,ab1 ,61,165,*,*,,*,
8,IL,LA4004,P2L4,ab2 ,53,145,*,*,,*,
9,IL,LA4004,P2L4,ab3 ,66,154,*,*,,*,
10,IL,LA4004,P2L4,ad1 ,5,149,*,*,,*,
11,IL,LA4004,P2L4,ad2 ,0,129,*,*,,*,
12,IL,LA4004,P2L4,ad3 ,9,159,*,*,,*,
13,IL,LA4004,P3L4,ab1 ,50,170,*,*,,*,
14,IL,LA4004,P3L4,ab2 ,53,152,*,*,,*,
15,IL,LA4004,P3L4,ab3 ,60,146,*,*,,*,
16,IL,LA4004,P3L4,ad1 ,12,201,*,*,,*,
17,IL,LA4004,P3L4,ad2 ,9,172,*,*,,*,
18,IL,LA4004,P3L4,ad3 ,16,189,*,*,,*,
19,IL,LA4004,P4L4,ab1 ,59,137,*,*,,*,
20,IL,LA4004,P4L4,ab2 ,49,135,*,*,,*,
21,IL,LA4004,P4L4,ab3 ,66,140,*,*,,*,
22,IL,LA4004,P4L4,ad1 ,18,122,*,*,,*,
23,IL,LA4004,P4L4,ad2 ,10,128,*,*,,*,
24,IL,LA4004,P4L4,ad3 ,13,140,*,*,,*,
25,IL,LA4004,P5L4,ab1 ,38,109,*,*,,*,
26,IL,LA4004,P5L4,ab2 ,38,128,*,*,,*,
27,IL,LA4004,P5L4,ab3 ,47,120,*,*,,*,
28,IL,LA4004,P5L4,ad1 ,10,104,*,*,,*,
29,IL,LA4004,P5L4,ad2 ,5,85,*,*,,*,
30,IL,LA4004,P5L4,ad3 ,8,104,*,*,,*,
31,IL,LA4004,P6L4,ab1 ,25,143,*,*,,*,
32,IL,LA4004,P6L4,ab2 ,56,157,*,*,,*,
33,IL,LA4004,P6L4,ab3 ,41,145,*,*,,*,
34,IL,LA4004,P6L4,ad1 ,9,176,*,*,,*,
35,IL,LA4004,P6L4,ad2 ,8,149,*,*,,*,
36,IL,LA4004,P6L4,ad3 ,5,156,*,*,,*,
37,IL,LA4004,P7L4,ab1 ,52,150,*,*,,*,
38,IL,LA4004,P7L4,ab2 ,70,161,*,*,,*,
39,IL,LA4004,P7L4,ab3 ,48,128,*,*,,*,
40,IL,LA4004,P7L4,ad1 ,11,158,*,*,,*,
41,IL,LA4004,P7L4,ad2 ,20,167,*,*,,*,
42,IL,LA4004,P7L4,ad3 ,15,172,*,*,,*,
1,IL,LA4005,P1L4,ab1 ,75,153,*,*,*,*,
2,IL,LA4005,P1L4,ab2 ,73,150,*,*,*,*,
3,IL,LA4005,P1L4,ab3 ,85,166,*,*,*,*,
4,IL,LA4005,P1L4,ad1 ,1,92,*,*,*,*,
5,IL,LA4005,P1L4,ad2 ,4,107,*,*,*,*,
6,IL,LA4005,P1L4,ad3 ,1,95,*,*,*,*,
